sentID	comparison	pairid	contextid	lemma	condition	pronoun	sentence	ROI
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards hate bring tall	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards hate bring tall	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards hate gives tall	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards hate gives tall	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards hate are tall	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards hate are tall	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the guards hate is old	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the guards hate is old	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the guards hate help old	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the guards hate help old	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards hate bring old	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards hate bring old	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards hate gives old	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards hate gives old	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards hate are old	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards hate are old	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the guards hate is young	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the guards hate is young	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the guards hate help young	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the guards hate help young	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards hate bring young	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards hate bring young	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards hate gives young	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards hate gives young	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards hate are young	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards hate are young	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the guards hate is short	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the guards hate is short	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the guards hate help short	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the guards hate help short	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards hate bring short	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards hate bring short	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards hate gives short	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards hate gives short	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards hate are short	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards hate are short	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the guards love is	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the guards love is	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the guards love help	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the guards love help	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards love are	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards love are	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the guards love is tall	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the guards love is tall	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the guards love help tall	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the guards love help tall	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring tall	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring tall	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives tall	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives tall	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards love are tall	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards love are tall	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the guards love is old	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the guards love is old	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the guards love help old	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the guards love help old	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring old	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring old	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives old	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives old	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards love are old	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards love are old	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the guards love is young	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the guards love is young	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the guards love help young	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the guards love help young	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring young	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring young	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives young	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives young	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards love are young	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards love are young	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the guards love is short	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the guards love is short	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the guards love help short	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the guards love help short	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring short	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the guards love bring short	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives short	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the guards love gives short	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the guards love are short	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the guards love are short	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is tall	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is tall	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help tall	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help tall	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring tall	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring tall	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives tall	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives tall	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are tall	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are tall	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is old	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is old	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help old	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help old	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring old	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring old	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives old	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives old	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are old	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are old	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is young	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is young	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help young	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help young	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring young	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring young	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives young	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives young	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are young	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are young	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is short	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs like is short	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help short	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs like help short	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring short	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs like bring short	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives short	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs like gives short	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are short	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs like are short	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is tall	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is tall	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help tall	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help tall	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring tall	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring tall	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives tall	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives tall	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are tall	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are tall	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is old	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is old	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help old	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help old	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring old	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring old	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives old	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives old	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are old	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are old	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is young	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is young	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help young	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help young	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring young	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring young	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives young	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives young	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are young	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are young	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is short	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs admire is short	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help short	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs admire help short	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring short	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs admire bring short	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives short	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs admire gives short	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are short	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs admire are short	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is tall	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is tall	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help tall	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help tall	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring tall	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring tall	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives tall	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives tall	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are tall	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are tall	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is old	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is old	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help old	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help old	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring old	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring old	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives old	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives old	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are old	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are old	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is young	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is young	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help young	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help young	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring young	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring young	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives young	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives young	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are young	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are young	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is short	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs hate is short	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help short	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs hate help short	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring short	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs hate bring short	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives short	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs hate gives short	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are short	5
1	unexpected	5	1	are	Across object relative (no that)	NA	the authors the chefs hate are short	5
1	expected	1	1	is	Across object relative (no that)	NA	the authors the chefs love is	5
1	unexpected	1	1	is	Across object relative (no that)	NA	the authors the chefs love is	5
1	expected	2	1	help	Across object relative (no that)	NA	the authors the chefs love help	5
1	unexpected	2	1	help	Across object relative (no that)	NA	the authors the chefs love help	5
1	expected	3	1	bring	Across object relative (no that)	NA	the authors the chefs love bring	5
1	unexpected	3	1	bring	Across object relative (no that)	NA	the authors the chefs love bring	5
1	expected	4	1	gives	Across object relative (no that)	NA	the authors the chefs love gives	5
1	unexpected	4	1	gives	Across object relative (no that)	NA	the authors the chefs love gives	5
1	expected	5	1	are	Across object relative (no that)	NA	the authors the chefs love are	5
